Unnamed: 0,Symbol,Series,Open,High,Low,Close,PrevClose,TotalTradedQty,TotalTradedValue,TotalTrades,DeliverableQty,DeliveryPercentage,Date
54,AARON,EQ,261.0,267.35,256.2,260.75,254.6,15051,39.35,611,8736,58.04,28-Mar-2024
55,AARTECH,EQ,152.8,157.0,149.6,154.15,152.95,9702,14.86,299,5557,57.28,28-Mar-2024
56,AARTIDRUGS,EQ,440.8,450.5,431.05,434.3,440.8,461430,2034.83,16615,257123,55.72,28-Mar-2024
57,AARTIIND,EQ,655.2,670.5,653.0,665.55,658.25,1404932,9346.19,34189,631857,44.97,28-Mar-2024
58,AARTIPHARM,EQ,437.15,448.45,432.05,434.95,435.45,357712,1564.71,12367,269812,75.43,28-Mar-2024
59,AARTISURF,EQ,559.05,575.0,550.0,552.65,556.6,44752,252.06,3328,25637,57.29,28-Mar-2024
60,AARTISURF,P1,213.9,213.9,172.1,172.1,214.05,183,0.34,21,103,56.28,28-Mar-2024
61,AARVEEDEN,EQ,23.5,24.7,23.1,23.85,23.6,30287,7.24,276,25237,83.33,28-Mar-2024
62,AARVI,EQ,118.65,122.4,118.45,119.2,118.45,15314,18.33,264,12278,80.18,28-Mar-2024
63,AATMAJ,SM,31.5,33.35,31.1,31.25,32.35,110000,35.45,49,98000,89.09,28-Mar-2024
64,AAVAS,EQ,1324.9,1335.0,1307.0,1315.65,1323.4,722342,9517.22,38163,515576,71.38,28-Mar-2024
