Unnamed: 0,Symbol,Series,Open,High,Low,Close,PrevClose,TotalTradedQty,TotalTradedValue,TotalTrades,DeliverableQty,DeliveryPercentage,Date
1248,KDDL,EQ,2390.7,2490.0,2323.35,2452.25,2353.3,13771,331.47,3802,7004,50.86,28-Mar-2024
1249,KDL,SM,1072.65,1072.65,1072.65,1072.65,1129.1,2400,25.74,6,2400,100.00,28-Mar-2024
1250,KEC,EQ,679.6,699.2,675.0,694.25,679.6,270865,1864.84,19979,129579,47.84,28-Mar-2024
1251,KECL,EQ,105.6,107.75,104.0,104.4,104.9,276224,291.3,3399,185839,67.28,28-Mar-2024
1252,KEEPLEARN,EQ,3.6,3.6,3.4,3.6,3.45,26982,0.94,48,22070,81.80,28-Mar-2024
1253,KEI,EQ,3524.0,3530.0,3428.15,3459.8,3476.3,121508,4234.99,15358,63742,52.46,28-Mar-2024
1254,KEL,SM,149.0,152.0,145.0,145.65,147.0,32400,47.91,22,32400,100.00,28-Mar-2024
1255,KELLTONTEC,EQ,98.45,99.9,97.1,97.45,97.5,991324,975.92,5837,496369,50.07,28-Mar-2024
1256,KERNEX,EQ,583.95,583.95,538.25,560.0,566.55,49824,274.0,1067,30760,61.74,28-Mar-2024
1257,KESORAMIND,EQ,170.0,172.9,169.1,171.15,169.05,900175,1544.55,8655,586667,65.17,28-Mar-2024
1258,KEYFINSERV,EQ,143.1,148.9,143.1,144.05,144.05,6959,10.11,192,5161,74.16,28-Mar-2024
1259,KFINTECH,EQ,617.0,624.4,605.3,613.65,604.3,700645,4304.5,41742,508347,72.55,28-Mar-2024
1260,KHADIM,EQ,309.65,318.85,306.0,306.3,308.4,47466,147.0,1140,36831,77.59,28-Mar-2024
1261,KHAICHEM,EQ,64.9,66.2,64.05,64.35,64.3,230947,150.31,2443,150996,65.38,28-Mar-2024
1262,KHAITANLTD,EQ,60.9,61.35,58.1,58.3,60.45,12427,7.36,274,8176,65.79,28-Mar-2024
1263,KHANDSE,EQ,31.1,31.25,28.7,29.35,31.3,92265,27.34,503,78498,85.08,28-Mar-2024
1264,KHFM,SM,65.95,66.75,65.9,66.0,65.95,27900,18.5,9,15500,55.56,28-Mar-2024
1265,KICL,EQ,3645.0,3700.05,3483.4,3625.7,3547.7,7434,265.92,1706,2958,39.79,28-Mar-2024
1266,KILITCH,EQ,400.0,400.0,370.15,388.9,389.6,17345,65.99,792,10041,57.89,28-Mar-2024
1267,KIMS,EQ,2060.0,2077.2,2050.9,2059.25,2059.4,47946,987.51,11874,32480,67.74,28-Mar-2024
1268,KINGFA,EQ,1868.8,1975.0,1822.0,1954.6,1866.8,15842,303.73,2158,8641,54.54,28-Mar-2024
1269,KIOCL,EQ,387.8,401.1,386.3,388.9,385.65,251176,990.32,6507,83175,33.11,28-Mar-2024
1270,KIRIINDUS,EQ,310.95,318.6,300.1,303.1,309.5,338734,1047.96,14913,176804,52.20,28-Mar-2024
1271,KIRLOSBROS,EQ,1081.45,1138.0,1070.0,1095.05,1051.25,313254,3452.1,24116,73745,23.54,28-Mar-2024
1272,KIRLOSENG,EQ,860.75,895.45,856.0,859.45,860.75,508828,4412.03,35298,236251,46.43,28-Mar-2024
1273,KIRLOSIND,EQ,4098.0,4149.0,4048.2,4114.6,4046.95,1280,52.61,357,771,60.23,28-Mar-2024
1274,KIRLPNU,EQ,692.55,718.1,692.55,708.05,689.8,61779,437.58,9483,33676,54.51,28-Mar-2024
1275,KITEX,EQ,182.4,185.7,180.9,181.95,181.75,324975,597.06,5634,215341,66.26,28-Mar-2024
1276,KKCL,EQ,669.0,688.1,654.1,668.8,665.3,56525,380.77,5075,31434,55.61,28-Mar-2024
1277,KLL,SM,85.0,89.0,84.15,86.85,84.1,100800,87.3,56,72000,71.43,28-Mar-2024
1278,KMSUGAR,EQ,28.8,29.1,27.9,28.05,28.15,227132,64.49,2163,144071,63.43,28-Mar-2024
1279,KNAGRI,SM,128.1,136.85,128.1,136.0,127.35,60800,81.2,38,54400,89.47,28-Mar-2024
1280,KNRCON,EQ,250.0,253.0,245.25,246.3,247.6,581860,1447.51,16810,344722,59.24,28-Mar-2024
1281,KODYTECH,SM,957.0,958.0,948.8,950.55,956.5,8000,76.3,10,4800,60.00,28-Mar-2024
1282,KOHINOOR,EQ,41.8,42.0,37.5,38.75,41.2,239978,95.61,2323,161303,67.22,28-Mar-2024
1283,KOKUYOCMLN,EQ,112.0,113.35,110.5,111.0,111.85,103853,116.21,1228,80907,77.91,28-Mar-2024
1284,KOLTEPATIL,EQ,472.2,472.2,456.75,463.15,465.3,82482,383.9,5321,50426,61.14,28-Mar-2024
1285,KONSTELEC,SM,156.95,173.95,152.0,172.9,147.55,228000,372.38,107,148000,64.91,28-Mar-2024
1286,KONTOR,SM,62.0,65.4,62.0,62.3,61.65,24000,15.22,20,21600,90.00,28-Mar-2024
1287,KOPRAN,EQ,247.4,264.0,247.4,258.6,247.35,446183,1152.16,14557,204456,45.82,28-Mar-2024
1288,KORE,SM,315.15,325.0,312.05,315.9,322.85,7500,23.85,14,6000,80.00,28-Mar-2024
1289,KOTAKBANK,EQ,1777.95,1803.9,1774.2,1785.5,1775.6,6630072,118527.49,217469,4024574,60.70,28-Mar-2024
1290,KOTAKGOLD,EQ,56.56,57.01,56.55,56.92,56.56,162387,92.33,1124,120268,74.06,28-Mar-2024
1291,KOTAKSILVE,EQ,73.3,73.6,73.21,73.3,73.27,14209,10.41,70,12846,90.41,28-Mar-2024
1292,KOTARISUG,EQ,52.6,54.0,50.8,51.45,52.3,234245,122.82,2585,119997,51.23,28-Mar-2024
1293,KOTHARIPET,EQ,124.0,125.4,120.05,122.25,120.5,100552,123.74,1570,61434,61.10,28-Mar-2024
1294,KOTHARIPRO,EQ,119.0,122.0,114.3,115.05,117.7,24209,28.27,630,19036,78.63,28-Mar-2024
1295,KOTYARK,SM,1232.0,1274.5,1200.0,1211.1,1206.95,16400,204.38,80,10400,63.41,28-Mar-2024
1296,KPIGREEN,EQ,1535.0,1579.95,1506.35,1523.0,1532.1,258488,3993.27,15023,113712,43.99,28-Mar-2024
1297,KPIL,EQ,1094.0,1099.0,1058.9,1069.85,1065.75,265117,2848.16,18106,88176,33.26,28-Mar-2024
1298,KPITTECH,EQ,1495.0,1498.7,1472.15,1486.4,1482.0,1535307,22788.32,61090,887875,57.83,28-Mar-2024
1299,KPRMILL,EQ,840.0,873.8,827.6,832.45,834.0,943551,8073.43,46533,290376,30.77,28-Mar-2024
1300,KRBL,EQ,282.25,283.95,276.75,277.35,282.25,640817,1792.96,21423,409305,63.87,28-Mar-2024
1301,KREBSBIO,EQ,63.05,65.0,60.35,61.45,63.5,39300,24.27,468,29382,74.76,28-Mar-2024
1302,KRIDHANINF,BE,4.6,4.6,4.6,4.6,4.7,32301,1.49,32,-,-,28-Mar-2024
1303,KRISHANA,EQ,250.85,254.85,243.0,244.05,249.1,43590,107.51,1513,24965,57.27,28-Mar-2024
1304,KRISHCA,SM,219.0,229.0,219.0,222.6,222.3,43000,96.25,70,35000,81.40,28-Mar-2024
1305,KRISHNADEF,SM,362.95,362.95,351.75,353.05,357.45,16000,56.83,30,12000,75.00,28-Mar-2024
1306,KRITI,EQ,139.3,142.85,132.35,133.55,139.3,122155,166.05,2929,62767,51.38,28-Mar-2024
1307,KRITIKA,BE,16.75,16.75,16.75,16.75,17.1,114442,19.17,325,-,-,28-Mar-2024
1308,KRITINUT,EQ,95.65,96.8,90.0,92.65,92.65,45249,42.23,1032,27542,60.87,28-Mar-2024
1309,KRSNAA,EQ,611.0,626.0,608.0,614.6,607.95,64103,395.13,3767,41450,64.66,28-Mar-2024
1310,KRYSTAL,EQ,715.0,767.95,706.35,758.45,704.15,949750,7050.73,31635,454094,47.81,28-Mar-2024
1311,KSB,EQ,3795.75,3889.95,3780.6,3855.9,3776.85,41105,1583.7,9339,26536,64.56,28-Mar-2024
1312,KSCL,EQ,623.0,632.9,619.0,623.35,623.0,64162,401.16,4328,44150,68.81,28-Mar-2024
1313,KSHITIJPOL,BE,4.75,4.85,4.45,4.55,4.65,383370,17.68,680,-,-,28-Mar-2024
1314,KSL,EQ,862.2,882.0,851.0,856.25,861.75,76589,662.78,6225,36621,47.81,28-Mar-2024
1315,KSOLVES,EQ,1120.0,1149.95,1110.1,1118.95,1116.0,20685,233.63,3167,10623,51.36,28-Mar-2024
1316,KTKBANK,EQ,230.5,230.9,224.0,225.1,228.35,1937331,4418.11,25724,1280261,66.08,28-Mar-2024
1317,KTL,SM,41.05,41.05,41.05,41.05,41.0,3000,1.23,1,3000,100.00,28-Mar-2024
1318,KUANTUM,EQ,147.55,157.0,147.55,154.5,147.35,227285,350.99,5129,131050,57.66,28-Mar-2024
1319,L&TFH,EQ,159.45,161.1,157.7,158.25,159.0,3011465,4787.28,21002,1547788,51.40,28-Mar-2024
1320,LAGNAM,BE,112.35,119.15,110.1,115.45,113.5,19133,22.44,159,-,-,28-Mar-2024
1321,LAKPRE,BZ,4.3,4.3,4.1,4.1,4.3,3100,0.13,8,-,-,28-Mar-2024
1322,LAL,BE,26.75,26.75,26.75,26.75,406.0,6255,1.67,19,-,-,28-Mar-2024
1323,LALPATHLAB,EQ,2261.05,2308.0,2253.25,2262.85,2274.75,522528,11951.18,44003,325939,62.38,28-Mar-2024
1324,LAMBODHARA,EQ,141.05,149.0,135.2,137.3,137.8,32275,45.26,1080,21003,65.08,28-Mar-2024
1325,LANCORHOL,BE,50.0,51.45,49.3,50.0,49.3,38164,19.14,62,-,-,28-Mar-2024
1326,LANDMARK,EQ,709.95,745.95,703.0,734.0,700.95,154195,1118.31,8997,113239,73.44,28-Mar-2024
1327,LAOPALA,EQ,306.9,310.6,297.0,297.85,306.9,407913,1230.86,11636,286156,70.15,28-Mar-2024
1328,LASA,EQ,22.25,22.85,21.5,22.0,21.8,262157,58.57,1052,178469,68.08,28-Mar-2024
1329,LATENTVIEW,EQ,465.0,520.0,459.35,507.75,462.1,7087750,35704.06,123225,963236,13.59,28-Mar-2024
1330,LATTEYS,BE,14.35,14.65,13.65,13.65,14.35,209627,29.13,697,-,-,28-Mar-2024
1331,LAURUSLABS,EQ,391.55,396.25,389.55,392.35,392.2,1534903,6040.1,21813,912793,59.47,28-Mar-2024
1332,LAWSIKHO,SM,218.0,218.0,208.5,211.85,217.4,152000,322.26,140,104000,68.42,28-Mar-2024
1333,LAXMICOT,EQ,26.2,27.9,25.8,26.7,26.55,251362,67.66,1058,145214,57.77,28-Mar-2024
1334,LAXMIMACH,EQ,15124.0,15570.0,14733.15,15192.3,15124.75,42157,6403.0,17640,6614,15.69,28-Mar-2024
1335,LCCINFOTEC,BE,1.95,1.95,1.9,1.9,1.9,36628,0.7,160,-,-,28-Mar-2024
1336,LEMERITE,SM,61.0,62.3,60.5,61.6,60.5,49600,30.31,22,25600,51.61,28-Mar-2024
1337,LEMONTREE,EQ,132.95,135.3,130.1,130.55,132.5,4626109,6116.81,34152,2099489,45.38,28-Mar-2024
1338,LEXUS,EQ,35.4,35.4,32.5,32.55,32.5,56450,18.85,255,42906,76.01,28-Mar-2024
1339,LFIC,BE,180.0,180.0,170.0,170.25,178.6,4624,8.01,101,-,-,28-Mar-2024
1340,LGBBROSLTD,EQ,1273.0,1278.85,1247.6,1270.9,1262.45,32129,406.77,4140,20478,63.74,28-Mar-2024
1341,LGBFORGE,EQ,9.15,9.4,8.85,8.9,9.15,484101,43.51,1867,385027,79.53,28-Mar-2024
1342,LGHL,EQ,264.65,292.45,264.65,289.4,278.55,3865,11.02,217,1989,51.46,28-Mar-2024
1343,LIBAS,EQ,18.25,18.95,18.05,18.7,18.5,193928,36.36,410,175222,90.35,28-Mar-2024
1344,LIBERTSHOE,BE,276.5,287.0,266.5,276.65,273.7,44817,124.2,513,-,-,28-Mar-2024
1345,LICHSGFIN,EQ,591.8,614.5,591.8,610.95,591.4,2992847,18095.46,72714,1449464,48.43,28-Mar-2024
1346,LICHSGFIN,T0,608.0,608.0,608.0,610.95,591.4,2,0.01,2,1,50.00,28-Mar-2024
1347,LICI,EQ,902.65,928.0,901.75,916.15,892.5,4191452,38450.51,90412,1467673,35.02,28-Mar-2024
1348,LICMFGOLD,EQ,6141.0,6141.0,6042.2,6102.65,6065.7,92,5.6,32,46,50.00,28-Mar-2024
1349,LICNETFGSC,EQ,25.01,25.85,24.95,25.08,25.01,22567,5.69,175,12696,56.26,28-Mar-2024
1350,LICNETFN50,EQ,241.77,243.79,240.59,241.23,240.02,21574,52.03,37,21369,99.05,28-Mar-2024
1351,LICNETFSEN,EQ,823.12,823.12,795.88,807.5,806.98,247,1.99,34,77,31.17,28-Mar-2024
1352,LICNFNHGP,EQ,243.0,245.0,237.7,243.81,242.55,1210,2.92,35,705,58.26,28-Mar-2024
1353,LICNMID100,EQ,48.4,48.75,47.3,48.3,48.19,404445,195.89,115,404381,99.98,28-Mar-2024
1354,LIKHITHA,EQ,233.6,239.9,230.15,232.4,235.95,236632,557.44,9674,133997,56.63,28-Mar-2024
1355,LINC,EQ,513.0,535.0,512.0,514.2,510.4,18766,97.99,2037,9556,50.92,28-Mar-2024
1356,LINCOLN,EQ,598.0,603.85,582.1,586.05,593.15,39144,231.79,3527,25437,64.98,28-Mar-2024
1357,LINDEINDIA,EQ,6350.0,6569.9,6350.0,6408.85,6376.7,74851,4847.06,14471,20701,27.66,28-Mar-2024
1358,LIQUID,EQ,999.99,1000.0,999.99,999.99,999.99,86213,862.13,143,60832,70.56,28-Mar-2024
1359,LIQUID1,EQ,999.99,1000.0,999.99,999.99,1000.0,38122,381.22,19,29518,77.43,28-Mar-2024
1360,LIQUIDBEES,EQ,1000.0,1002.99,999.99,1000.0,999.99,3596176,35961.89,15385,2992636,83.22,28-Mar-2024
1361,LIQUIDCASE,EQ,101.42,101.42,101.4,101.41,101.32,2290521,2322.99,1898,2186567,95.46,28-Mar-2024
1362,LIQUIDETF,EQ,999.0,1000.01,999.0,999.99,999.99,814198,8141.98,670,735993,90.39,28-Mar-2024
1363,LIQUIDIETF,EQ,1000.0,1000.01,999.99,999.99,999.99,1315347,13153.46,799,1171386,89.06,28-Mar-2024
1364,LIQUIDSBI,EQ,1000.01,1000.01,999.99,1000.0,1000.0,22069,220.69,214,16194,73.38,28-Mar-2024
1365,LLOYDS,SM,70.0,70.0,67.55,70.0,70.45,6000,4.1,4,6000,100.00,28-Mar-2024
1366,LLOYDSENGG,EQ,49.65,50.8,48.5,49.05,48.95,3688872,1823.1,9490,1727354,46.83,28-Mar-2024
1367,LLOYDSME,EQ,612.15,634.25,596.0,602.0,609.8,572010,3515.19,23072,298468,52.18,28-Mar-2024
1368,LODHA,EQ,1157.25,1166.75,1123.25,1135.85,1148.05,2245991,25836.58,60878,1887029,84.02,28-Mar-2024
1369,LOKESHMACH,EQ,387.0,395.0,368.2,370.65,356.2,525251,2002.54,26626,203006,38.65,28-Mar-2024
1370,LORDSCHLO,BE,119.5,119.5,110.0,112.3,114.6,22710,25.63,309,-,-,28-Mar-2024
1371,LOTUSEYE,BE,57.2,59.0,55.05,55.65,57.2,56876,32.13,452,-,-,28-Mar-2024
1372,LOVABLE,EQ,113.9,116.0,109.2,110.0,110.75,61022,68.12,1212,45708,74.90,28-Mar-2024
1373,LOWVOL,EQ,182.69,183.07,179.98,181.66,180.26,9079,16.6,22,8625,95.00,28-Mar-2024
1374,LOWVOL1,EQ,18.42,18.79,18.13,18.68,18.42,103999,19.3,185,94363,90.73,28-Mar-2024
1375,LOWVOLIETF,EQ,20.09,20.09,19.41,19.68,19.52,2746636,542.48,1090,1693180,61.65,28-Mar-2024
1376,LOYALTEX,EQ,535.0,540.1,511.0,514.6,532.35,4965,25.89,341,4264,85.88,28-Mar-2024
1377,LPDC,EQ,8.05,8.2,7.7,7.95,7.7,67893,5.43,580,44851,66.06,28-Mar-2024
1378,LRRPL,SM,32.5,32.5,32.5,32.5,32.5,3000,0.98,1,3000,100.00,28-Mar-2024
1379,LT,EQ,3706.55,3813.35,3697.55,3763.9,3706.4,4278668,161184.36,211392,1984940,46.39,28-Mar-2024
1380,LTFOODS,EQ,188.5,192.3,182.55,187.65,187.4,1507557,2853.44,26115,462883,30.70,28-Mar-2024
1381,LTGILTBEES,EQ,25.8,25.8,25.43,25.54,25.45,1252874,319.64,716,983387,78.49,28-Mar-2024
1382,LTIM,EQ,4935.95,4967.4,4908.05,4938.4,4927.5,1169945,57756.87,95994,857207,73.27,28-Mar-2024
1383,LTIM,T0,4940.0,4940.0,4940.0,4938.4,4927.5,1,0.05,1,1,100.00,28-Mar-2024
1384,LTTS,EQ,5475.0,5555.0,5427.55,5482.65,5446.3,235359,12976.28,24415,94284,40.06,28-Mar-2024
1385,LUMAXIND,EQ,2373.15,2447.9,2372.4,2411.7,2368.8,6908,166.66,1872,3490,50.52,28-Mar-2024
1386,LUMAXTECH,EQ,486.1,489.85,479.95,483.2,478.85,113471,548.99,6763,50975,44.92,28-Mar-2024
1387,LUPIN,EQ,1611.0,1625.0,1593.1,1616.8,1599.95,865183,13946.82,49858,550330,63.61,28-Mar-2024
1388,LUXIND,EQ,1095.15,1110.0,1071.75,1074.35,1095.15,103834,1129.81,8750,66443,63.99,28-Mar-2024
1389,LXCHEM,EQ,233.6,244.25,233.3,235.2,232.35,2459940,5854.75,40963,670656,27.26,28-Mar-2024
1390,LYKALABS,EQ,106.1,108.95,105.65,106.1,107.55,72495,77.84,888,50136,69.16,28-Mar-2024
1391,LYPSAGEMS,EQ,5.5,5.75,5.4,5.45,5.6,151059,8.25,226,144916,95.93,28-Mar-2024
1392,M&M,EQ,1881.15,1962.95,1870.35,1921.35,1881.15,3790854,72802.25,179599,1563118,41.23,28-Mar-2024
1393,M&MFIN,EQ,275.5,280.0,274.55,278.8,274.45,2514460,6991.8,19535,1400886,55.71,28-Mar-2024
1394,M&MFIN,N1,1040.0,1040.0,1040.0,1040.0,1011.0,150,1.56,5,150,100.00,28-Mar-2024
1395,MAANALU,EQ,143.5,144.7,134.0,136.8,143.25,167458,232.29,2512,90309,53.93,28-Mar-2024
1396,MACPOWER,BE,1063.3,1106.7,1063.3,1106.7,1085.0,12365,132.38,238,-,-,28-Mar-2024
1397,MADHAV,BE,37.9,38.9,37.7,38.4,37.95,19600,7.52,82,-,-,28-Mar-2024
1398,MADHAVBAUG,SM,183.0,183.0,171.5,174.0,183.25,22400,39.79,38,19200,85.71,28-Mar-2024
1399,MADHUCON,BE,8.75,9.25,8.75,9.25,8.85,61245,5.63,178,-,-,28-Mar-2024
1400,MADHUSUDAN,SM,102.6,104.0,102.6,103.0,100.75,20000,20.61,10,14000,70.00,28-Mar-2024
1401,MADRASFERT,EQ,83.25,83.45,80.5,81.0,82.85,496395,405.15,4881,222900,44.90,28-Mar-2024
1402,MAFANG,EQ,86.21,88.72,86.21,87.56,86.21,796867,696.36,8627,504051,63.25,28-Mar-2024
1403,MAGADSUGAR,EQ,534.6,546.4,531.3,536.85,530.1,15168,81.51,1221,10903,71.88,28-Mar-2024
1404,MAGNUM,EQ,45.75,45.75,42.0,44.15,44.15,391264,170.98,1955,228785,58.47,28-Mar-2024
1405,MAGSON,SM,85.2,88.9,82.5,82.5,85.2,8000,6.85,4,6000,75.00,28-Mar-2024
1406,MAHABANK,EQ,59.3,63.1,59.3,62.35,59.15,57957734,35847.62,71244,13896579,23.98,28-Mar-2024
1407,MAHAPEXLTD,EQ,136.8,137.0,130.3,130.75,133.1,13947,18.36,296,9842,70.57,28-Mar-2024
1408,MAHASTEEL,BE,99.0,101.75,98.0,100.65,97.5,13664,13.63,74,-,-,28-Mar-2024
1409,MAHEPC,EQ,118.25,122.0,117.0,119.4,117.65,78027,93.9,1299,46493,59.59,28-Mar-2024
1410,MAHESHWARI,EQ,61.15,62.75,61.0,61.55,61.05,88292,54.58,458,71932,81.47,28-Mar-2024
1411,MAHKTECH,EQ,12.28,12.34,12.11,12.24,12.07,2621678,320.65,2225,2134891,81.43,28-Mar-2024
1412,MAHLIFE,EQ,579.0,596.0,564.05,586.9,564.9,638036,3720.99,26598,210897,33.05,28-Mar-2024
1413,MAHLOG,EQ,401.1,413.7,401.1,408.85,401.85,103178,422.52,6276,53944,52.28,28-Mar-2024
1414,MAHSCOOTER,EQ,7121.3,7239.9,7114.45,7170.35,7101.55,6342,455.11,1973,3396,53.55,28-Mar-2024
1415,MAHSEAMLES,EQ,860.0,866.7,840.0,846.15,855.3,102901,876.77,8323,73542,71.47,28-Mar-2024
1416,MAITHANALL,EQ,968.0,987.9,968.0,980.4,965.05,58392,572.74,3546,41456,71.00,28-Mar-2024
1417,MAITREYA,SM,123.0,124.95,118.55,119.0,122.5,19200,23.29,12,17600,91.67,28-Mar-2024
1418,MAKEINDIA,EQ,126.25,126.25,122.36,123.92,122.57,30903,38.21,407,20695,66.97,28-Mar-2024
1419,MAL,SM,35.65,35.65,33.1,33.85,35.2,137600,47.6,85,121600,88.37,28-Mar-2024
1420,MALLCOM,EQ,1027.95,1028.0,983.0,999.15,1011.25,4962,50.0,831,3426,69.04,28-Mar-2024
1421,MALUPAPER,BE,37.1,38.65,36.0,36.25,37.7,35645,13.25,183,-,-,28-Mar-2024
1422,MANAKALUCO,BE,26.2,27.5,25.75,26.3,26.2,99329,26.97,937,-,-,28-Mar-2024
1423,MANAKCOAT,EQ,29.1,30.55,28.65,30.2,29.1,152054,45.55,762,121463,79.88,28-Mar-2024
1424,MANAKSIA,EQ,99.45,101.1,97.5,98.0,98.15,259833,256.57,2590,182759,70.34,28-Mar-2024
1425,MANAKSTEEL,BE,58.9,60.5,55.95,56.2,58.9,166963,95.8,675,-,-,28-Mar-2024
1426,MANALIPETC,EQ,57.1,58.35,55.95,56.2,56.85,999725,572.58,6824,625895,62.61,28-Mar-2024
1427,MANAPPURAM,EQ,174.25,175.25,172.65,173.15,174.25,4247363,7374.77,21055,2323488,54.70,28-Mar-2024
1428,MANGALAM,EQ,93.05,96.5,90.8,92.1,93.5,76407,71.35,1609,48648,63.67,28-Mar-2024
1429,MANGCHEFER,EQ,102.05,104.8,100.55,101.35,102.05,544046,560.38,4589,380981,70.03,28-Mar-2024
1430,MANGLMCEM,EQ,720.2,735.0,720.2,731.0,719.35,180310,1318.84,4533,161676,89.67,28-Mar-2024
1431,MANINDS,BE,365.8,368.0,358.5,362.75,361.85,80770,293.05,755,-,-,28-Mar-2024
1432,MANINFRA,EQ,212.6,214.9,203.0,204.35,211.15,588811,1220.12,12871,382769,65.01,28-Mar-2024
1433,MANKIND,EQ,2350.0,2350.55,2253.0,2300.75,2336.35,1579684,36139.44,111014,779589,49.35,28-Mar-2024
1434,MANOMAY,BE,165.55,172.9,162.1,166.35,165.55,2190,3.67,27,-,-,28-Mar-2024
1435,MANORAMA,EQ,369.95,424.0,365.9,398.35,358.95,499577,2002.53,31142,231242,46.29,28-Mar-2024
1436,MANORG,EQ,273.0,286.0,270.0,272.45,277.15,64349,178.19,2036,47617,74.00,28-Mar-2024
1437,MANUGRAPH,BE,20.65,21.15,20.0,20.35,20.65,12862,2.61,74,-,-,28-Mar-2024
1438,MANYAVAR,EQ,942.85,958.55,925.0,926.5,941.55,194068,1814.39,20431,132707,68.38,28-Mar-2024
1439,MAPMYINDIA,EQ,1827.5,1877.0,1811.1,1863.9,1820.7,143102,2651.71,15382,104818,73.25,28-Mar-2024
1440,MARALOVER,EQ,63.95,64.45,61.65,62.7,63.1,61831,39.15,595,47636,77.04,28-Mar-2024
1441,MARATHON,EQ,491.5,520.0,491.5,512.5,493.35,131401,667.67,7111,95491,72.67,28-Mar-2024
1442,MARCO,SM,40.5,41.0,40.05,40.55,40.25,114000,45.98,17,114000,100.00,28-Mar-2024
1443,MARICO,EQ,496.4,499.95,490.8,497.2,494.8,1873929,9291.97,39938,1187294,63.36,28-Mar-2024
1444,MARINE,EQ,85.95,90.2,85.95,90.2,85.95,146953,131.58,840,118686,80.76,28-Mar-2024
1445,MARINETRAN,SM,30.0,35.45,30.0,33.0,35.0,32000,10.54,4,8000,25.00,28-Mar-2024
1446,MARKSANS,EQ,152.45,153.8,149.75,151.9,151.0,697149,1055.14,10710,487867,69.98,28-Mar-2024
1447,MARSHALL,BE,23.4,25.8,23.4,24.0,24.6,481960,114.98,544,-,-,28-Mar-2024
1448,MARUTI,EQ,12569.95,12726.8,12385.5,12600.35,12510.35,860324,108241.66,140600,391816,45.54,28-Mar-2024
1449,MASFIN,EQ,281.05,290.1,280.5,284.35,279.6,178944,509.42,9407,86853,48.54,28-Mar-2024
1450,MASPTOP50,EQ,40.11,40.5,39.88,40.21,40.08,137566,55.15,1187,100719,73.22,28-Mar-2024
1451,MASTEK,EQ,2514.95,2564.75,2480.0,2543.0,2514.8,73517,1851.71,10991,37628,51.18,28-Mar-2024
1452,MASTER,SM,136.5,136.5,136.5,136.5,133.05,3000,4.1,2,3000,100.00,28-Mar-2024
1453,MATRIMONY,EQ,513.9,530.0,513.9,525.85,521.75,38054,199.58,2939,22879,60.12,28-Mar-2024
1454,MAWANASUG,EQ,84.2,86.7,84.2,84.8,83.7,156485,133.75,1330,97484,62.30,28-Mar-2024
1455,MAXESTATES,EQ,277.5,280.95,272.45,275.9,273.45,115691,319.72,5600,71790,62.05,28-Mar-2024
1456,MAXHEALTH,EQ,824.95,827.0,797.3,819.9,802.3,2915768,23707.34,98094,1597132,54.78,28-Mar-2024
1457,MAXIND,BE,197.45,204.95,197.45,202.1,202.9,27020,54.47,417,-,-,28-Mar-2024
1458,MAXPOSURE,SM,83.55,84.85,81.4,81.85,85.65,36000,29.99,9,32000,88.89,28-Mar-2024
1459,MAYURUNIQ,EQ,460.8,477.5,455.0,455.7,460.8,110829,515.56,8078,63359,57.17,28-Mar-2024
1460,MAZDA,EQ,1324.95,1389.95,1273.2,1288.0,1325.95,21731,289.47,2498,5063,23.30,28-Mar-2024
1461,MAZDOCK,EQ,1897.95,1914.75,1855.05,1864.1,1891.75,571771,10779.33,36380,305482,53.43,28-Mar-2024
1462,MBAPL,EQ,236.25,244.05,236.0,241.25,238.4,19394,46.52,937,13036,67.22,28-Mar-2024
1463,MBECL,BE,4.75,4.8,4.75,4.8,4.85,296595,14.1,106,-,-,28-Mar-2024
1464,MBLINFRA,EQ,58.85,58.85,54.1,54.55,56.95,268378,150.77,1870,203467,75.81,28-Mar-2024
1465,MCDOWELL-N,EQ,1143.85,1147.7,1121.05,1134.25,1139.45,709064,8053.38,30188,417147,58.83,28-Mar-2024
1466,MCL,BE,32.65,34.3,32.05,32.2,32.7,46597,15.49,203,-,-,28-Mar-2024
1467,MCLEODRUSS,BE,24.7,25.45,23.7,23.9,24.65,413698,100.93,844,-,-,28-Mar-2024
1468,MCON,SM,115.0,118.0,114.0,115.9,120.0,9000,10.44,9,8000,88.89,28-Mar-2024
1469,MCX,EQ,3365.25,3394.65,3315.6,3349.6,3356.8,331733,11146.14,28052,106320,32.05,28-Mar-2024
1470,MDL,ST,95.05,95.05,90.0,90.0,90.55,8000,7.37,4,6000,75.00,28-Mar-2024
1471,MEDANTA,EQ,1352.0,1353.9,1285.3,1321.15,1340.15,408690,5393.97,38810,268582,65.72,28-Mar-2024
1472,MEDIASSIST,EQ,495.1,510.0,491.25,505.65,497.9,128045,640.98,13506,72903,56.94,28-Mar-2024
1473,MEDICAMEQ,EQ,384.5,399.7,383.0,383.9,382.6,51700,200.79,4807,29701,57.45,28-Mar-2024
1474,MEDICO,BE,50.8,50.8,47.8,48.1,50.3,264343,128.36,1439,-,-,28-Mar-2024
1475,MEDPLUS,EQ,687.0,700.0,678.45,687.85,685.05,401862,2804.31,8941,360615,89.74,28-Mar-2024
1476,MEGAFLEX,ST,31.5,31.5,30.35,30.35,31.95,15000,4.65,5,15000,100.00,28-Mar-2024
